Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,price/km,luxury,eco,relative_age
Opel,Rare,1994,SUV,375000.0,3200.0,Metan/Propan,Manual,3100.0,28,13392.857142857143,0.008266666666666667,no,no,old
Toyota,Avensis,2012,Universal,120000.0,2200.0,Diesel,Manual,11400.0,10,12000.0,0.095,no,no,kind_old
Toyota,Avensis,2012,Universal,120000.0,2200.0,Diesel,Manual,8600.0,10,12000.0,0.07166666666666667,no,no,kind_old
Toyota,Auris,2009,Hatchback,150000.0,1400.0,Diesel,Manual,4500.0,13,11538.46153846154,0.03,no,no,old
Fiat,Rare,2013,Combi,146560.0,1300.0,Diesel,Manual,2600.0,9,16284.444444444443,0.017740174672489083,no,no,kind_old
BMW,5 Series,1994,Sedan,280000.0,2000.0,Petrol,Manual,2300.0,28,10000.0,0.008214285714285714,no,no,old
Nissan,Qashqai+2,2009,Crossover,197000.0,1500.0,Diesel,Manual,7750.0,13,15153.846153846154,0.03934010152284264,no,no,old
Volvo,Rare,2006,Universal,120000.0,2000.0,Diesel,Manual,3000.0,16,7500.0,0.025,no,no,old
Mitsubishi,Rare,2008,Hatchback,190000.0,1500.0,Petrol,Automatic,2200.0,14,13571.42857142857,0.011578947368421053,no,no,old
Mercedes,E Class,2005,Sedan,350000.0,320.0,Diesel,Automatic,4300.0,17,20588.235294117647,0.012285714285714285,no,no,old
Fiat,Rare,1996,Hatchback,145000.0,1400.0,Petrol,Manual,1000.0,26,5576.923076923077,0.006896551724137931,no,no,old
Volkswagen,Passat,2006,Universal,123456.0,2000.0,Diesel,Manual,4500.0,16,7716.0,0.036450233281493,no,no,old
Audi,A6,2006,Sedan,123456.0,2000.0,Diesel,Automatic,5000.0,16,7716.0,0.04050025920165889,no,no,old
Mercedes,E Class,2006,Sedan,123456.0,2200.0,Diesel,Automatic,6500.0,16,7716.0,0.052650336962156555,no,no,old
Rover,Rare,1995,Sedan,100000.0,1997.0,Petrol,Manual,1313.0,27,3703.703703703704,0.01313,no,no,old
KIA,Ceed,2018,Hatchback,99000.0,1398.0,Petrol,Manual,8950.0,4,24750.0,0.0904040404040404,no,no,kind_old
Vaz,2107,1989,Sedan,18900.0,1300.0,Petrol,Manual,850.0,33,572.7272727272727,0.04497354497354497,no,no,old
Nissan,Qashqai,2016,SUV,145000.0,1500.0,Diesel,Manual,12500.0,6,24166.666666666668,0.08620689655172414,no,no,kind_old
Volkswagen,Touran,2005,Minivan,250700.0,1890.0,Diesel,Manual,4500.0,17,14747.058823529413,0.017949740725967292,no,no,old
Toyota,Corolla,2008,Sedan,250000.0,1400.0,Diesel,Manual,6500.0,14,17857.14285714286,0.026,no,no,old
Renault,Clio,2016,Universal,144000.0,1500.0,Diesel,Automatic,7800.0,6,24000.0,0.05416666666666667,no,no,kind_old
BMW,5 Series,2004,Sedan,260000.0,2500.0,Diesel,Automatic,4550.0,18,14444.444444444443,0.0175,no,no,old
Toyota,Corolla Verso,2007,Minivan,136000.0,2200.0,Diesel,Manual,4200.0,15,9066.666666666666,0.030882352941176472,no,no,old
Opel,Meriva,2004,Hatchback,125000.0,1400.0,Petrol,Manual,2200.0,18,6944.444444444444,0.0176,no,no,old
Nissan,Rare,2007,Hatchback,125000.0,1500.0,Diesel,Manual,2200.0,15,8333.333333333334,0.0176,no,no,old
Toyota,Rare,2002,Hatchback,125000.0,1300.0,Petrol,Manual,1400.0,20,6250.0,0.0112,no,no,old
Renault,Rare,2008,Sedan,102000.0,1400.0,Petrol,Manual,1850.0,14,7285.714285714285,0.018137254901960786,no,no,old
Opel,Corsa,2006,Hatchback,123500.0,1400.0,Petrol,Automatic,2800.0,16,7718.75,0.022672064777327937,no,no,old
Mercedes,C Class,1995,Sedan,325000.0,2000.0,Petrol,Automatic,3200.0,27,12037.037037037036,0.009846153846153846,no,no,old
Nissan,Juke,2016,Crossover,84000.0,1600.0,Petrol,Automatic,7200.0,6,14000.0,0.08571428571428572,no,no,kind_old
Mazda,323,1997,Hatchback,156000.0,1500.0,Petrol,Manual,990.0,25,6240.0,0.006346153846153846,no,no,old
Ford,Fiesta,2008,Hatchback,117000.0,1400.0,Diesel,Manual,2100.0,14,8357.142857142857,0.017948717948717947,no,no,old
Nissan,Micra,2011,Hatchback,85000.0,1200.0,Petrol,Manual,3600.0,11,7727.272727272727,0.042352941176470586,no,no,old
Nissan,Primera,2001,Hatchback,235000.0,1800.0,Petrol,Manual,1400.0,21,11190.47619047619,0.005957446808510639,no,no,old
Jeep,Rare,2002,SUV,132000.0,2700.0,Diesel,Automatic,5200.0,20,6600.0,0.03939393939393939,no,no,old
Skoda,Octavia,2005,Hatchback,189000.0,2000.0,Diesel,Automatic,3400.0,17,11117.64705882353,0.01798941798941799,no,no,old
Honda,CR-V,2009,SUV,123000.0,2000.0,Petrol,Automatic,7200.0,13,9461.53846153846,0.05853658536585366,no,no,old
BMW,Rare,2015,Hatchback,157000.0,1500.0,Diesel,Automatic,12990.0,7,22428.571428571428,0.08273885350318472,no,no,kind_old
Skoda,Rare,1998,Hatchback,200000.0,1300.0,Petrol,Manual,800.0,24,8333.333333333334,0.004,no,no,old
Toyota,Prius,2013,Hatchback,238000.0,1800.0,Hybrid,Automatic,8600.0,9,26444.444444444445,0.03613445378151261,no,yes,kind_old
Ford,Rare,1991,Hatchback,999999.0,1600.0,Metan/Propan,Manual,700.0,31,32258.032258064515,0.0007000007000007,no,no,old
Toyota,Corolla,2006,Universal,205000.0,1600.0,Petrol,Manual,4500.0,16,12812.5,0.02195121951219512,no,no,old
Audi,Rare,2003,Universal,316000.0,2500.0,Diesel,Automatic,3000.0,19,16631.57894736842,0.00949367088607595,no,no,old
Mazda,323,1996,Sedan,282700.0,1500.0,Metan/Propan,Manual,900.0,26,10873.076923076924,0.0031835868411743897,no,no,old
Volkswagen,Passat,2010,Universal,193000.0,1400.0,Petrol,Automatic,7150.0,12,16083.333333333334,0.03704663212435233,no,no,old
Honda,Civic,1994,Sedan,417000.0,1500.0,Metan/Propan,Manual,1400.0,28,14892.857142857143,0.003357314148681055,no,no,old
Ford,Fiesta,2018,Hatchback,27456.0,998.0,Petrol,Manual,9000.0,4,6864.0,0.3277972027972028,no,no,kind_old
Toyota,Rav 4,2016,Crossover,116000.0,2494.0,Hybrid,Automatic,18900.0,6,19333.33333333333,0.1629310344827586,yes,yes,kind_old
Skoda,Fabia,2017,Hatchback,25862.0,999.0,Petrol,Manual,8700.0,5,5172.4,0.33640089706905885,no,no,kind_old
Skoda,Fabia,2017,Hatchback,30610.0,999.0,Petrol,Manual,8500.0,5,6122.0,0.27768703038222803,no,no,kind_old
Skoda,Fabia,2018,Hatchback,25380.0,999.0,Petrol,Manual,8900.0,4,6345.0,0.35066981875492514,no,no,kind_old
Skoda,Fabia,2017,Hatchback,12882.0,999.0,Petrol,Manual,9200.0,5,2576.4,0.7141748175749107,no,no,kind_old
Skoda,Fabia,2017,Hatchback,18900.0,999.0,Petrol,Manual,8900.0,5,3780.0,0.4708994708994709,no,no,kind_old
Ford,Kuga,2018,Crossover,88000.0,1499.0,Diesel,Automatic,15000.0,4,22000.0,0.17045454545454544,no,no,kind_old
Skoda,Octavia,2019,Sedan,22000.0,1600.0,Petrol,Manual,13300.0,3,7333.333333333333,0.6045454545454545,no,no,kind_old
BMW,7 Series,2010,Sedan,195000.0,3000.0,Petrol,Automatic,15800.0,12,16250.0,0.08102564102564103,yes,no,old
Volkswagen,Golf,2007,Hatchback,196000.0,1400.0,Petrol,Manual,4800.0,15,13066.666666666666,0.024489795918367346,no,no,old
Volkswagen,Rare,2001,Hatchback,146000.0,1400.0,Petrol,Automatic,2800.0,21,6952.380952380952,0.019178082191780823,no,no,old
Toyota,Auris,2014,Minivan,200000.0,1800.0,Hybrid,Automatic,9000.0,8,25000.0,0.045,no,yes,kind_old
Opel,Vectra,1992,Hatchback,280000.0,2000.0,Petrol,Manual,800.0,30,9333.333333333334,0.002857142857142857,no,no,old
Nissan,Qashqai,2014,Crossover,180000.0,1600.0,Diesel,Automatic,12000.0,8,22500.0,0.06666666666666667,no,no,kind_old
Audi,A4,2015,Universal,245000.0,2000.0,Diesel,Automatic,19499.0,7,35000.0,0.07958775510204082,no,no,kind_old
Renault,Megane,2005,Universal,280000.0,1600.0,Metan/Propan,Manual,3450.0,17,16470.58823529412,0.012321428571428572,no,no,old
Mercedes,E Class,2018,Sedan,135000.0,2000.0,Diesel,Automatic,26990.0,4,33750.0,0.19992592592592592,no,no,kind_old
Hyundai,Rare,2019,Hatchback,15000.0,0.0,Electric,Automatic,23999.0,3,5000.0,1.5999333333333334,yes,yes,kind_old
Infiniti,Rare,2014,SUV,100050.0,2488.0,Hybrid,Automatic,19900.0,8,12506.25,0.19890054972513743,yes,yes,kind_old
Renault,Rare,2017,Hatchback,50500.0,0.0,Electric,Automatic,11999.0,5,10100.0,0.2376039603960396,no,yes,kind_old
BMW,5 Series,1993,Sedan,10000.0,200.0,Petrol,Manual,1200.0,29,344.82758620689657,0.12,no,no,old
Dacia,Logan,2011,Sedan,500000.0,1200.0,Petrol,Manual,1700.0,11,45454.545454545456,0.0034,no,no,old
Nissan,Qashqai,2015,Crossover,160000.0,1500.0,Diesel,Manual,10000.0,7,22857.14285714286,0.0625,no,no,kind_old
KIA,Ceed,2008,Hatchback,183800.0,1600.0,Petrol,Automatic,4000.0,14,13128.57142857143,0.02176278563656148,no,no,old
Lexus,IS Series,2015,Sedan,153000.0,2500.0,Hybrid,Automatic,16900.0,7,21857.14285714286,0.11045751633986928,yes,yes,kind_old
Renault,Megane,2005,Universal,238000.0,1500.0,Diesel,Manual,2500.0,17,14000.0,0.01050420168067227,no,no,old
Toyota,Land Cruiser Prado,2007,SUV,240000.0,3000.0,Diesel,Automatic,12500.0,15,16000.0,0.052083333333333336,yes,no,old
Hyundai,Rare,2009,Sedan,120000.0,1600.0,Petrol,Automatic,4000.0,13,9230.76923076923,0.03333333333333333,no,no,old
Mini,Rare,2004,Coupe,300000.0,1400.0,Diesel,Manual,3800.0,18,16666.666666666668,0.012666666666666666,no,no,old
Renault,Megane,2017,Universal,97864.0,1500.0,Diesel,Manual,8999.0,5,19572.8,0.091954140439794,no,no,kind_old
KIA,Sorento,2004,SUV,120000.0,2500.0,Diesel,Automatic,6800.0,18,6666.666666666667,0.056666666666666664,no,no,old
Peugeot,Rare,2012,Universal,187000.0,1400.0,Diesel,Manual,3300.0,10,18700.0,0.01764705882352941,no,no,kind_old
Renault,Clio,2014,Hatchback,41000.0,1200.0,Petrol,Manual,5800.0,8,5125.0,0.14146341463414633,no,no,kind_old
Mercedes,B Class,2016,Hatchback,174000.0,1500.0,Diesel,Manual,10999.0,6,29000.0,0.06321264367816092,no,no,kind_old
Nissan,X-Trail,2004,Crossover,111111.0,1111.0,Diesel,Manual,2222.0,18,6172.833333333333,0.01999801999802,no,no,old
Volkswagen,Touran,2006,Universal,212000.0,1896.0,Diesel,Manual,2750.0,16,13250.0,0.012971698113207548,no,no,old
Dacia,Sandero,2012,Hatchback,88200.0,1200.0,Petrol,Manual,4300.0,10,8820.0,0.048752834467120185,no,no,kind_old
Suzuki,Rare,2005,Sedan,111111.0,1400.0,Diesel,Manual,3200.0,17,6535.941176470588,0.0288000288000288,no,no,old
Skoda,Fabia,2012,Hatchback,167200.0,1200.0,Petrol,Manual,4600.0,10,16720.0,0.02751196172248804,no,no,kind_old
Renault,Scenic,2005,Universal,220000.0,1600.0,Metan/Propan,Automatic,3800.0,17,12941.176470588236,0.017272727272727273,no,no,old
Hyundai,ix35,2015,Crossover,146000.0,1700.0,Diesel,Manual,12950.0,7,20857.14285714286,0.0886986301369863,no,no,kind_old
Opel,Astra,2012,Universal,180000.0,1300.0,Diesel,Manual,7100.0,10,18000.0,0.03944444444444444,no,no,kind_old
Volkswagen,Touran,2011,Minivan,193000.0,1400.0,Petrol,Manual,7599.0,11,17545.454545454544,0.039373056994818655,no,no,old
Nissan,X-Trail,2015,Crossover,182000.0,1600.0,Diesel,Automatic,16450.0,7,26000.0,0.09038461538461538,no,no,kind_old
Mercedes,Rare,2005,Universal,190000.0,2200.0,Diesel,Automatic,2500.0,17,11176.470588235294,0.013157894736842105,no,no,old
Ford,Fusion,2007,Hatchback,180000.0,1400.0,Petrol,Manual,3000.0,15,12000.0,0.016666666666666666,no,no,old
BMW,X5,2010,SUV,116000.0,3000.0,Diesel,Automatic,21900.0,12,9666.666666666666,0.18879310344827585,yes,no,old
Hyundai,Rare,2003,Hatchback,270000.0,3500.0,Metan/Propan,Automatic,4500.0,19,14210.526315789471,0.016666666666666666,no,no,old
Mercedes,B Class,2019,Universal,4000.0,1460.0,Diesel,Automatic,24600.0,3,1333.3333333333333,6.15,no,no,kind_old
Mercedes,E Class,2005,Sedan,356000.0,2148.0,Diesel,Automatic,7700.0,17,20941.176470588234,0.021629213483146066,no,no,old
Renault,Megane,2010,Universal,230000.0,1500.0,Diesel,Manual,5200.0,12,19166.666666666668,0.022608695652173914,no,no,old
Mazda,6,2003,Sedan,123456.0,1800.0,Petrol,Manual,3000.0,19,6497.684210526316,0.024300155520995334,no,no,old
Mazda,323,1999,Hatchback,335000.0,1840.0,Petrol,Automatic,1100.0,23,14565.217391304348,0.0032835820895522386,no,no,old
BMW,5 Series,2014,Sedan,179000.0,2000.0,Diesel,Automatic,23000.0,8,22375.0,0.12849162011173185,no,no,kind_old
Hyundai,Santa FE,2005,Crossover,220000.0,2000.0,Diesel,Manual,4200.0,17,12941.176470588236,0.019090909090909092,no,no,old
Opel,Rare,1990,Sedan,200000.0,1389.0,Petrol,Manual,800.0,32,6250.0,0.004,no,no,old
Nissan,Qashqai,2016,Microvan,70000.0,1600.0,Diesel,Automatic,13500.0,6,11666.666666666666,0.19285714285714287,no,no,kind_old
Citroen,Berlingo,2001,Minivan,35009.0,1900.0,Diesel,Manual,1500.0,21,1667.095238095238,0.042846125282070324,no,no,old
Audi,A8,2008,Sedan,288000.0,300.0,Petrol,Automatic,12300.0,14,20571.42857142857,0.042708333333333334,no,no,old
Mitsubishi,Rare,1999,Minivan,25888.0,1800.0,Petrol,Manual,2350.0,23,1125.5652173913045,0.09077564894932015,no,no,old
Vaz,2121niva,2001,Coupe,2121.0,1600.0,Petrol,Manual,2121.0,21,101.0,1.0,no,no,old
Mazda,626,1992,Hatchback,304229.0,2000.0,Diesel,Manual,750.0,30,10140.966666666667,0.002465248217625539,no,no,old
Ford,Fiesta,2011,Sedan,110000.0,1400.0,Petrol,Automatic,6400.0,11,10000.0,0.05818181818181818,no,no,old
Fiat,Rare,1997,Hatchback,350000.0,1700.0,Diesel,Manual,720.0,25,14000.0,0.002057142857142857,no,no,old
KIA,Sorento,2005,SUV,260000.0,2500.0,Diesel,Automatic,5000.0,17,15294.117647058823,0.019230769230769232,no,no,old
Mercedes,C Class,2008,Sedan,162000.0,1800.0,Petrol,Manual,6999.0,14,11571.42857142857,0.0432037037037037,no,no,old
Opel,Zafira,2003,Sedan,236000.0,1600.0,Petrol,Manual,3500.0,19,12421.052631578948,0.014830508474576272,no,no,old
BMW,3 Series,1995,Sedan,274525.0,1665.0,Diesel,Manual,2450.0,27,10167.592592592591,0.008924505964848374,no,no,old
Alfa Romeo,Rare,2010,Coupe,170000.0,1400.0,Petrol,Manual,4999.0,12,14166.666666666666,0.029405882352941178,no,no,old
Skoda,Octavia,2011,Sedan,117000.0,1200.0,Petrol,Manual,5999.0,11,10636.363636363636,0.05127350427350427,no,no,old
Toyota,Auris,2014,Universal,185000.0,1400.0,Diesel,Manual,8700.0,8,23125.0,0.047027027027027025,no,no,kind_old
Opel,Astra,1993,Hatchback,35621.0,1400.0,Petrol,Manual,1500.0,29,1228.3103448275865,0.042109991297268466,no,no,old
Peugeot,Rare,2005,Combi,400000.0,2000.0,Diesel,Manual,22000.0,17,23529.41176470588,0.055,no,no,old
Citroen,Berlingo,2007,Universal,163000.0,1400.0,Metan/Propan,Manual,2499.0,15,10866.666666666666,0.015331288343558283,no,no,old
Hyundai,Getz,2003,Hatchback,157000.0,1100.0,Petrol,Manual,2500.0,19,8263.157894736842,0.01592356687898089,no,no,old
Audi,100,1994,Universal,314000.0,2000.0,Metan/Propan,Manual,2200.0,28,11214.285714285714,0.0070063694267515925,no,no,old
Volkswagen,Transporter,2001,Minivan,450000.0,2500.0,Diesel,Manual,5700.0,21,21428.571428571428,0.012666666666666666,no,no,old
Audi,A6,1997,Sedan,388000.0,2400.0,Petrol,Manual,3499.0,25,15520.0,0.009018041237113403,no,no,old
Toyota,Avensis,2007,Combi,245000.0,2000.0,Diesel,Manual,7500.0,15,16333.333333333334,0.030612244897959183,no,no,old
Renault,Scenic,2009,Hatchback,200000.0,1500.0,Diesel,Manual,5200.0,13,15384.615384615385,0.026,no,no,old
Opel,Corsa,2011,Hatchback,155000.0,1300.0,Diesel,Manual,4300.0,11,14090.90909090909,0.027741935483870966,no,no,old
Mercedes,GLK Class,2014,SUV,167000.0,2143.0,Diesel,Automatic,22300.0,8,20875.0,0.13353293413173653,yes,no,kind_old
Volkswagen,Passat,2002,Universal,405587.0,1900.0,Diesel,Manual,4000.0,20,20279.35,0.009862249036581547,no,no,old
Volkswagen,Vento,1992,Sedan,1000000.0,1800.0,Petrol,Manual,15000.0,30,33333.333333333336,0.015,no,no,old
Volkswagen,Golf,1998,Hatchback,20000.0,1400.0,Petrol,Manual,1500.0,24,833.3333333333334,0.075,no,no,old
Citroen,Rare,2011,Hatchback,65000.0,1600.0,Diesel,Manual,3300.0,11,5909.090909090909,0.05076923076923077,no,no,old
Suzuki,Rare,2007,SUV,223000.0,2000.0,Diesel,Manual,4700.0,15,14866.666666666666,0.021076233183856503,no,no,old
Hyundai,Getz,2009,Hatchback,45000.0,1100.0,Petrol,Manual,2150.0,13,3461.538461538461,0.04777777777777778,no,no,old
Nissan,Almera,2004,Hatchback,165000.0,1500.0,Diesel,Manual,1600.0,18,9166.666666666666,0.009696969696969697,no,no,old
Volkswagen,Polo,2014,Hatchback,129000.0,1400.0,Diesel,Manual,7500.0,8,16125.0,0.05813953488372093,no,no,kind_old
Opel,Corsa,2012,Sedan,75000.0,1229.0,Petrol,Manual,5300.0,10,7500.0,0.07066666666666667,no,no,kind_old
Opel,Corsa,2001,Hatchback,231862.0,1400.0,Petrol,Manual,2900.0,21,11041.047619047618,0.01250743977020814,no,no,old
Honda,Civic,2001,Hatchback,197000.0,1600.0,Petrol,Manual,3800.0,21,9380.952380952382,0.019289340101522844,no,no,old
Opel,Corsa,2013,Sedan,172000.0,1300.0,Diesel,Manual,5100.0,9,19111.11111111111,0.029651162790697676,no,no,kind_old
Volkswagen,Passat,2001,Universal,300000.0,1900.0,Diesel,Manual,4700.0,21,14285.714285714286,0.015666666666666666,no,no,old
Skoda,Rare,2009,Universal,170000.0,1400.0,Petrol,Manual,7750.0,13,13076.923076923076,0.045588235294117645,no,no,old
Toyota,Avensis,2008,Universal,300000.0,2200.0,Diesel,Manual,2800.0,14,21428.571428571428,0.009333333333333334,no,no,old
Dacia,Duster,2014,Crossover,150000.0,1500.0,Diesel,Manual,8000.0,8,18750.0,0.05333333333333334,no,no,kind_old
Volkswagen,Transporter,2004,Minivan,234100.0,2500.0,Diesel,Manual,6100.0,18,13005.555555555557,0.026057240495514736,no,no,old
Honda,CR-V,2007,Crossover,187000.0,2200.0,Diesel,Manual,8800.0,15,12466.666666666666,0.047058823529411764,no,no,old
Mazda,626,1988,Coupe,23000.0,2200.0,Petrol,Manual,2150.0,34,676.4705882352941,0.09347826086956522,no,no,old
Mercedes,E Class,2008,Sedan,200000.0,2200.0,Diesel,Automatic,2200.0,14,14285.714285714286,0.011,no,no,old
BMW,X3,2012,Crossover,189000.0,2000.0,Diesel,Automatic,9200.0,10,18900.0,0.04867724867724868,no,no,kind_old
Renault,Laguna,2009,Universal,185000.0,1500.0,Diesel,Manual,4700.0,13,14230.76923076923,0.025405405405405406,no,no,old
Honda,Rare,2002,SUV,256000.0,1600.0,Petrol,Manual,4000.0,20,12800.0,0.015625,no,no,old
Audi,Q7,2016,SUV,158000.0,3000.0,Diesel,Automatic,47999.0,6,26333.33333333333,0.3037911392405063,yes,no,kind_old
Rover,Rare,1999,Sedan,270000.0,1800.0,Petrol,Manual,2500.0,23,11739.130434782608,0.009259259259259259,no,no,old
Honda,CR-V,2014,Crossover,123456.0,2200.0,Diesel,Manual,10000.0,8,15432.0,0.08100051840331778,no,no,kind_old
Renault,Megane,2004,Universal,240000.0,1500.0,Diesel,Manual,2950.0,18,13333.333333333334,0.012291666666666666,no,no,old
Volvo,XC60,2010,Crossover,168000.0,2400.0,Diesel,Automatic,15500.0,12,14000.0,0.09226190476190477,yes,no,old
Renault,Megane,2013,Universal,174000.0,1500.0,Diesel,Manual,6450.0,9,19333.33333333333,0.03706896551724138,no,no,kind_old
Opel,Insignia,2009,Sedan,194000.0,2000.0,Diesel,Automatic,9500.0,13,14923.076923076924,0.04896907216494845,no,no,old
Opel,Astra,2017,Universal,141000.0,1600.0,Diesel,Manual,9650.0,5,28200.0,0.06843971631205674,no,no,kind_old
Dacia,Logan,2005,Sedan,205215.0,1400.0,Metan/Propan,Manual,1333.0,17,12071.470588235294,0.0064956265380211,no,no,old
Toyota,Corolla,2006,Hatchback,223000.0,1400.0,Diesel,Manual,5600.0,16,13937.5,0.025112107623318385,no,no,old
Ford,Fiesta,1995,Sedan,22862.0,1119.0,Metan/Propan,Manual,900.0,27,846.7407407407408,0.03936663459014959,no,no,old
Ford,Fiesta,2000,Hatchback,217000.0,1246.0,Petrol,Manual,2200.0,22,9863.636363636364,0.010138248847926268,no,no,old
Mercedes,E Class,2014,Sedan,190000.0,2500.0,Diesel,Automatic,17800.0,8,23750.0,0.09368421052631579,yes,no,kind_old
Mercedes,B Class,2006,Combi,177000.0,1699.0,Petrol,Manual,5900.0,16,11062.5,0.03333333333333333,no,no,old
Dacia,Logan,2009,Sedan,220000.0,1400.0,Metan/Propan,Manual,2200.0,13,16923.076923076922,0.01,no,no,old
Mercedes,E Class,2007,Coupe,400000.0,2200.0,Diesel,Automatic,8700.0,15,26666.666666666668,0.02175,no,no,old
Nissan,Qashqai,2014,SUV,128000.0,1500.0,Diesel,Manual,10700.0,8,16000.0,0.08359375,no,no,kind_old
Mazda,3,2016,Sedan,127700.0,2000.0,Petrol,Automatic,8550.0,6,21283.33333333333,0.06695379796397807,no,no,kind_old
Volkswagen,Rare,2000,Minivan,20000.0,2500.0,Diesel,Manual,4000.0,22,909.0909090909092,0.2,no,no,old
Volkswagen,Touran,2011,Minivan,250000.0,1968.0,Diesel,Automatic,7700.0,11,22727.272727272728,0.0308,no,no,old
Toyota,Camry,2003,Sedan,470000.0,3000.0,Petrol,Automatic,5000.0,19,24736.84210526316,0.010638297872340425,no,no,old
Vaz,Rare,2004,Universal,26000.0,1500.0,Petrol,Manual,650.0,18,1444.4444444444443,0.025,no,no,old
Toyota,Land Cruiser,2009,SUV,250000.0,4500.0,Diesel,Automatic,34500.0,13,19230.76923076923,0.138,yes,no,old
KIA,Rare,2013,Sedan,125000.0,1600.0,Petrol,Automatic,5300.0,9,13888.888888888889,0.0424,no,no,kind_old
Volkswagen,Touran,2013,Minivan,125000.0,1400.0,Metan/Propan,Automatic,4900.0,9,13888.888888888889,0.0392,no,no,kind_old
Renault,Megane,2011,Universal,185000.0,1500.0,Diesel,Manual,3300.0,11,16818.18181818182,0.01783783783783784,no,no,old
Audi,A5,2010,Sedan,156000.0,2000.0,Diesel,Automatic,9700.0,12,13000.0,0.06217948717948718,no,no,old
Mitsubishi,Rare,2004,SUV,135000.0,1800.0,Petrol,Manual,3150.0,18,7500.0,0.023333333333333334,no,no,old
Mazda,Rare,2012,Crossover,74000.0,2200.0,Diesel,Automatic,7900.0,10,7400.0,0.10675675675675676,no,no,kind_old
Skoda,Fabia,2009,Hatchback,160000.0,1200.0,Petrol,Manual,2500.0,13,12307.692307692309,0.015625,no,no,old
Volkswagen,Transporter,2009,Minivan,209490.0,2500.0,Diesel,Manual,9999.0,13,16114.615384615385,0.04773020191894601,no,no,old
Mazda,Rare,2008,Crossover,93000.0,3700.0,Metan/Propan,Automatic,10300.0,14,6642.857142857143,0.110752688172043,no,no,old
Opel,Vectra,1995,Sedan,301000.0,1789.0,Metan/Propan,Manual,850.0,27,11148.148148148148,0.002823920265780731,no,no,old
Mazda,6,2006,Sedan,170000.0,2300.0,Petrol,Automatic,2500.0,16,10625.0,0.014705882352941176,no,no,old
Mercedes,S Class,1995,Sedan,521233.0,3500.0,Diesel,Automatic,6999.0,27,19304.925925925927,0.013427776061761246,no,no,old
Hyundai,ix35,2014,Crossover,85000.0,1700.0,Diesel,Manual,10000.0,8,10625.0,0.11764705882352941,no,no,kind_old
Chevrolet,Rare,2007,Sedan,89000.0,2000.0,Petrol,Manual,2550.0,15,5933.333333333333,0.028651685393258425,no,no,old
Honda,Accord,2001,Sedan,189000.0,2000.0,Petrol,Manual,1600.0,21,9000.0,0.008465608465608466,no,no,old
Lexus,RX Series,2005,SUV,111000.0,3300.0,Petrol,Automatic,5500.0,17,6529.411764705882,0.04954954954954955,no,no,old
Mercedes,E Class,2000,Sedan,165000.0,2200.0,Diesel,Automatic,2700.0,22,7500.0,0.016363636363636365,no,no,old
Ford,Focus,2010,Hatchback,1400.0,1400.0,Petrol,Manual,3200.0,12,116.66666666666669,2.2857142857142856,no,no,old
Toyota,Corolla,2007,Hatchback,133500.0,1400.0,Petrol,Manual,3400.0,15,8900.0,0.02546816479400749,no,no,old
Honda,Rare,2017,Hatchback,12000.0,1500.0,Petrol,Automatic,7200.0,5,2400.0,0.6,no,no,kind_old
Renault,Grand Scenic,2010,Minivan,189000.0,1500.0,Diesel,Manual,3550.0,12,15750.0,0.018783068783068783,no,no,old
Audi,A4,2006,Sedan,89000.0,2000.0,Petrol,Manual,3900.0,16,5562.5,0.043820224719101124,no,no,old
Mercedes,Series (W124),1994,Hatchback,277134.0,2000.0,Petrol,Manual,3500.0,28,9897.642857142857,0.012629269595213868,no,no,old
Vaz,2106,1988,Sedan,31000.0,1300.0,Petrol,Manual,8000.0,34,911.7647058823528,0.25806451612903225,no,no,old
Hyundai,Tucson,2017,SUV,40000.0,2000.0,Petrol,Automatic,18450.0,5,8000.0,0.46125,no,no,kind_old
Mercedes,Series (W124),1994,Universal,280000.0,2000.0,Metan/Propan,Manual,2800.0,28,10000.0,0.01,no,no,old
Nissan,Qashqai,2011,SUV,181000.0,1500.0,Diesel,Manual,9150.0,11,16454.545454545456,0.0505524861878453,no,no,old
Renault,Megane,2012,Universal,180000.0,1500.0,Diesel,Automatic,6999.0,10,18000.0,0.03888333333333333,no,no,kind_old
Toyota,Auris,2011,Hatchback,200130.0,1800.0,Hybrid,Automatic,8100.0,11,18193.636363636364,0.04047369210013491,no,yes,old
Mazda,626,1989,Hatchback,200000.0,2000.0,Petrol,Manual,1100.0,33,6060.606060606061,0.0055,no,no,old
Renault,Megane,2007,Universal,22000.0,1600.0,Metan/Propan,Manual,3800.0,15,1466.6666666666667,0.17272727272727273,no,no,old
Fiat,Rare,2003,Sedan,270000.0,1596.0,Petrol,Manual,2950.0,19,14210.526315789471,0.010925925925925926,no,no,old
Volkswagen,Polo,2014,Hatchback,195000.0,1199.0,Diesel,Manual,6400.0,8,24375.0,0.03282051282051282,no,no,kind_old
Volkswagen,Passat,2010,Sedan,200000.0,2000.0,Petrol,Automatic,7800.0,12,16666.666666666668,0.039,no,no,old
Mercedes,Vito,2015,Minivan,105000.0,2143.0,Diesel,Automatic,23000.0,7,15000.0,0.21904761904761905,yes,no,kind_old
BMW,3 Series,1996,Sedan,250000.0,1800.0,Petrol,Manual,2200.0,26,9615.384615384615,0.0088,no,no,old
